Date,Open,High,Low,Close,Adj Close,Volume
2017-02-10,231.000000,231.770004,230.621597,231.509995,231.509995,66015892
2017-02-13,232.080002,233.070007,232.050003,232.770004,232.770004,55182050
2017-02-14,232.559998,233.710007,232.160004,233.699997,233.699997,71108983
2017-02-15,233.449997,235.139999,233.389999,234.919998,234.919998,86785826
2017-02-16,234.960007,235.154999,233.850006,234.720001,234.720001,84722437
2017-02-17,233.949997,235.089996,233.929993,235.089996,235.089996,77204104
2017-02-21,235.520004,236.690002,235.509995,236.490005,236.490005,88946051
2017-02-22,236.020004,236.539993,235.830002,236.279999,236.279999,62115185
2017-02-23,236.880005,236.899994,235.559998,236.440002,236.440002,74615902
2017-02-24,235.460007,236.793198,235.410004,236.740005,236.740005,82381612
2017-02-27,236.639999,237.309998,236.350006,237.110001,237.110001,56515440
2017-02-28,236.669998,236.949997,236.014999,236.470001,236.470001,96961938
2017-03-01,238.389999,240.320007,238.369995,239.779999,239.779999,149158170
2017-03-02,239.559998,239.570007,238.210007,238.270004,238.270004,70245978
2017-03-03,238.169998,238.610001,237.729996,238.419998,238.419998,81974300
2017-03-06,237.500000,238.119995,237.009995,237.710007,237.710007,55391533
2017-03-07,237.360001,237.770004,236.759995,237.000000,237.000000,65103737
2017-03-08,237.339996,237.639999,236.399994,236.559998,236.559998,78168795
2017-03-09,236.699997,237.240005,235.740005,236.860001,236.860001,90683918
2017-03-10,237.970001,238.020004,236.589996,237.690002,237.690002,81991652
2017-03-13,237.619995,237.860001,237.240005,237.809998,237.809998,57256824
2017-03-14,237.179993,237.240005,236.190002,236.899994,236.899994,59880778
2017-03-15,237.559998,239.440002,237.289993,238.949997,238.949997,96081750
2017-03-16,239.110001,239.199997,238.100006,238.479996,238.479996,78343951
2017-03-17,237.750000,237.970001,237.029999,237.029999,237.029999,89002111
2017-03-20,237.029999,237.360001,236.320007,236.770004,236.770004,52536979
2017-03-21,237.470001,237.610001,233.580002,233.729996,233.729996,131809275
2017-03-22,233.770004,234.610001,233.050003,234.279999,234.279999,97569204
2017-03-23,234.000000,235.339996,233.600006,234.029999,234.029999,100410277
2017-03-24,234.380005,235.039993,232.960007,233.860001,233.860001,112504853
2017-03-27,231.929993,233.919998,231.610001,233.619995,233.619995,87454452
2017-03-28,233.270004,235.809998,233.139999,235.320007,235.320007,93483915
2017-03-29,234.990005,235.809998,234.725006,235.539993,235.539993,61950354
2017-03-30,235.470001,236.520004,235.270004,236.289993,236.289993,56737890
2017-03-31,235.899994,236.509995,235.679993,235.740005,235.740005,73733094
2017-04-03,235.800003,236.029999,233.910004,235.330002,235.330002,85546486
2017-04-04,235.000000,235.580002,234.554993,235.479996,235.479996,56466195
2017-04-05,236.259995,237.389999,234.539993,234.779999,234.779999,108800604
2017-04-06,234.940002,236.039993,234.425003,235.440002,235.440002,69135757
2017-04-07,235.149994,236.000000,234.639999,235.199997,235.199997,74412311
2017-04-10,235.360001,236.255005,234.729996,235.339996,235.339996,67615302
2017-04-11,234.899994,235.179993,233.339996,235.059998,235.059998,88045276
2017-04-12,234.740005,234.960007,233.770004,234.029999,234.029999,81864436
2017-04-13,233.639999,234.490005,232.509995,232.509995,232.509995,92880394
2017-04-17,233.110001,234.570007,232.880005,234.570007,234.570007,68405367
2017-04-18,233.720001,234.490005,233.080002,233.869995,233.869995,83225821
2017-04-19,234.520004,234.949997,233.179993,233.440002,233.440002,68699868
2017-04-20,234.149994,235.845001,233.779999,235.339996,235.339996,92572186
2017-04-21,235.250000,235.309998,234.130005,234.589996,234.589996,110389847
2017-04-24,237.179993,237.410004,234.562805,237.169998,237.169998,119209877
2017-04-25,237.910004,238.949997,237.809998,238.550003,238.550003,76698265
2017-04-26,238.509995,239.529999,238.350006,238.399994,238.399994,84702455
2017-04-27,238.770004,238.949997,237.979996,238.600006,238.600006,57410326
2017-04-28,238.899994,238.929993,237.929993,238.080002,238.080002,63532845
2017-05-01,238.679993,239.169998,238.195007,238.679993,238.679993,66882521
2017-05-02,238.839996,238.979996,238.300003,238.770004,238.770004,57375732
2017-05-03,238.289993,238.877502,237.699997,238.479996,238.479996,73137731
2017-05-04,238.830002,238.922501,237.779999,238.759995,238.759995,61462732
2017-05-05,239.190002,239.720001,238.679993,239.699997,239.699997,62001269
2017-05-08,239.750000,239.919998,239.169998,239.660004,239.660004,48385730
2017-05-09,239.960007,240.190002,239.039993,239.440002,239.440002,51363200
2017-05-10,239.389999,239.869995,239.149994,239.869995,239.869995,54293799
2017-05-11,239.350006,239.570007,238.130005,239.380005,239.380005,62358346
2017-05-12,239.089996,239.427307,238.669998,238.979996,238.979996,53912730
2017-05-15,239.470001,240.440002,239.449997,240.300003,240.300003,61918937
2017-05-16,240.639999,240.669998,239.630005,240.080002,240.080002,51241791
2017-05-17,238.100006,238.639999,235.750000,235.820007,235.820007,172174107
2017-05-18,235.729996,237.750000,235.429993,236.770004,236.770004,107047656
2017-05-19,237.330002,239.080002,237.270004,238.309998,238.309998,115011373
2017-05-22,238.899994,239.710007,238.820007,239.520004,239.520004,61010602
2017-05-23,239.949997,240.240005,239.509995,240.050003,240.050003,48341683
2017-05-24,240.320007,240.729996,239.929993,240.610001,240.610001,49181099
2017-05-25,241.199997,242.080002,240.960007,241.759995,241.759995,64071661
2017-05-26,241.539993,241.899994,241.449997,241.710007,241.710007,46629905
2017-05-30,241.339996,241.789993,241.160004,241.500000,241.500000,35201897
2017-05-31,241.839996,241.880005,240.639999,241.440002,241.440002,91796016
2017-06-01,241.970001,243.380005,241.639999,243.360001,243.360001,68962024
2017-06-02,243.419998,244.350006,243.080002,244.169998,244.169998,88666128
2017-06-05,243.970001,244.300003,243.759995,243.990005,243.990005,44698825
2017-06-06,243.339996,243.979996,243.119995,243.210007,243.210007,50375430
2017-06-07,243.600006,243.919998,242.830002,243.660004,243.660004,54144311
2017-06-08,243.770004,244.330002,243.169998,243.779999,243.779999,65950691
2017-06-09,244.089996,245.009995,241.949997,243.410004,243.410004,132256362
2017-06-12,243.130005,243.419998,242.380005,243.360001,243.360001,86108102
2017-06-13,243.979996,244.610001,243.579895,244.550003,244.550003,60066953
2017-06-14,244.860001,244.869995,243.289993,244.240005,244.240005,78602311
2017-06-15,242.679993,243.910004,242.360001,243.770004,243.770004,66464888
2017-06-16,242.770004,242.830002,241.633698,242.639999,242.639999,84553097
2017-06-19,243.589996,244.729996,243.479996,244.660004,244.660004,65123802
2017-06-20,244.250000,244.259995,242.990005,243.009995,243.009995,56906368
2017-06-21,243.419998,243.589996,242.410004,242.949997,242.949997,55977569
2017-06-22,242.960007,243.529999,242.639999,242.839996,242.839996,44148059
2017-06-23,242.910004,243.509995,242.470001,243.130005,243.130005,66986801
2017-06-26,243.899994,244.380005,243.044998,243.289993,243.289993,56700477
2017-06-27,243.039993,243.380005,241.309998,241.330002,241.330002,82247666
2017-06-28,242.500000,243.714996,242.229996,243.490005,243.490005,70042599
2017-06-29,243.660004,243.720001,239.955002,241.350006,241.350006,106949719
2017-06-30,242.279999,242.710007,241.574997,241.800003,241.800003,86820694
2017-07-03,242.880005,243.380005,242.210007,242.210007,242.210007,39153806
2017-07-05,242.630005,243.009995,241.699997,242.770004,242.770004,54427596
2017-07-06,241.889999,242.029999,240.339996,240.550003,240.550003,66115317
2017-07-07,241.210007,242.279999,240.564499,242.110001,242.110001,57972268
2017-07-10,241.949997,242.800003,241.759995,242.369995,242.369995,36663274
2017-07-11,242.160004,242.550003,240.850006,242.190002,242.190002,50354614
2017-07-12,243.300003,244.199997,243.300003,244.009995,244.009995,59610405
2017-07-13,244.020004,244.550003,243.759995,244.419998,244.419998,39471637
2017-07-14,244.429993,245.970001,244.309998,245.559998,245.559998,60262692
2017-07-17,245.470001,245.910004,245.330002,245.529999,245.529999,33531917
2017-07-18,245.059998,245.720001,244.669998,245.660004,245.660004,42742498
2017-07-19,246.020004,247.000000,246.009995,246.990005,246.990005,51034260
2017-07-20,247.279999,247.419998,246.470001,247.100006,247.100006,47135183
2017-07-21,246.440002,246.910004,246.179993,246.880005,246.880005,88711019
2017-07-24,246.789993,246.979996,246.279999,246.820007,246.820007,46622256
2017-07-25,247.679993,247.800003,247.160004,247.419998,247.419998,54915591
2017-07-26,247.750000,247.789993,247.130005,247.429993,247.429993,47575422
2017-07-27,247.960007,248.000000,245.679993,247.199997,247.199997,70766568
2017-07-28,246.649994,247.059998,246.130005,246.910004,246.910004,50088359
2017-07-31,247.369995,247.479996,246.529999,246.770004,246.770004,65838659
2017-08-01,247.460007,247.500000,246.716003,247.320007,247.320007,55050401
2017-08-02,247.470001,247.600006,246.369995,247.440002,247.440002,47211216
2017-08-03,247.309998,247.339996,246.639999,246.960007,246.960007,40855997
2017-08-04,247.520004,247.789993,246.970001,247.410004,247.410004,60191838
2017-08-07,247.490005,247.869995,247.369995,247.869995,247.869995,31995021
2017-08-08,247.509995,248.910004,246.830002,247.259995,247.259995,61719353
2017-08-09,246.470001,247.309998,246.059998,247.250000,247.250000,62632619
2017-08-10,246.289993,246.440002,243.699997,243.759995,243.759995,120479470
2017-08-11,244.020004,244.800003,243.750000,244.119995,244.119995,74869947
2017-08-14,245.589996,246.789993,245.550003,246.539993,246.539993,73291919
2017-08-15,246.979996,247.000000,246.160004,246.509995,246.509995,55242746
2017-08-16,247.110001,247.570007,246.449997,246.940002,246.940002,56715544
2017-08-17,246.240005,246.600006,243.089996,243.089996,243.089996,128490396
2017-08-18,242.899994,244.188995,242.199997,242.710007,242.710007,136747986
2017-08-21,242.639999,243.199997,241.830002,242.899994,242.899994,65469736
2017-08-22,243.570007,245.619995,243.550003,245.440002,245.440002,63140101
2017-08-23,244.330002,245.050003,244.160004,244.559998,244.559998,50203837
2017-08-24,245.000000,245.179993,243.750000,243.990005,243.990005,50741671
2017-08-25,244.899994,245.610001,244.389999,244.559998,244.559998,64445912
2017-08-28,245.169998,245.199997,244.089996,244.570007,244.570007,40565606
2017-08-29,243.059998,245.149994,242.929993,244.850006,244.850006,51135715
2017-08-30,244.830002,246.320007,244.619995,246.009995,246.009995,62030805
2017-08-31,246.720001,247.770004,246.047302,247.490005,247.490005,103803880
2017-09-01,247.919998,248.330002,247.669998,247.839996,247.839996,62006989
2017-09-05,247.259995,247.520004,244.949997,246.059998,246.059998,91398777
2017-09-06,246.839996,247.279999,246.229996,246.899994,246.899994,57916867
2017-09-07,247.250000,247.270004,246.399994,246.869995,246.869995,58034730
2017-09-08,246.539993,247.110001,246.300003,246.580002,246.580002,63832825
2017-09-11,248.039993,249.300003,248.020004,249.210007,249.210007,71364848
2017-09-12,249.630005,250.089996,249.419998,250.050003,250.050003,56896027
2017-09-13,249.720001,250.210007,249.589996,250.169998,250.169998,59228002
2017-09-14,249.800003,250.320007,249.600006,250.089996,250.089996,95446349
2017-09-15,248.690002,249.289993,248.570007,249.190002,249.190002,95432382
2017-09-18,249.610001,250.119995,249.279999,249.720001,249.720001,46235238
2017-09-19,250.000000,250.070007,249.600006,249.970001,249.970001,47108148
2017-09-20,250.070007,250.190002,248.919998,250.059998,250.059998,59574083
2017-09-21,249.880005,249.979996,249.184998,249.389999,249.389999,48211398
2017-09-22,249.050003,249.630005,249.020004,249.440002,249.440002,51214032
2017-09-25,249.149994,249.553207,248.080002,248.929993,248.929993,57064357
2017-09-26,249.419998,249.699997,248.804993,249.080002,249.080002,54081959
2017-09-27,249.880005,250.490005,248.869995,250.050003,250.050003,81001426
2017-09-28,249.729996,250.440002,249.630005,250.350006,250.350006,44778841
2017-09-29,250.339996,251.320007,250.130005,251.229996,251.229996,85578002
2017-10-02,251.490005,252.320007,251.292603,252.320007,252.320007,59022985
2017-10-03,252.460007,252.889999,252.229996,252.860001,252.860001,66810169
2017-10-04,252.690002,253.440002,252.559998,253.160004,253.160004,55953619
2017-10-05,253.539993,254.679993,253.195999,254.660004,254.660004,63522757
2017-10-06,254.149994,254.700806,253.850006,254.369995,254.369995,80645998
2017-10-09,254.630005,254.699997,253.649994,253.949997,253.949997,35803138
2017-10-10,254.600006,255.050003,253.979996,254.619995,254.619995,43057363
2017-10-11,254.509995,255.020004,254.320007,255.020004,255.020004,47674325
2017-10-12,254.660004,255.059998,254.365005,254.639999,254.639999,47065144
2017-10-13,255.139999,255.270004,254.639999,254.949997,254.949997,54800435
2017-10-16,255.210007,255.509995,254.820007,255.289993,255.289993,38221675
2017-10-17,255.229996,255.520004,254.979996,255.470001,255.470001,31560964
2017-10-18,255.899994,255.949997,255.500000,255.720001,255.720001,40888330
2017-10-19,254.830002,255.830002,254.350006,255.789993,255.789993,61903788
2017-10-20,256.700012,257.140015,255.774399,257.109985,257.109985,89176377
2017-10-23,257.480011,257.510010,256.019989,256.109985,256.109985,63915306
2017-10-24,256.600006,256.829987,256.149994,256.559998,256.559998,66935910
2017-10-25,256.179993,256.309998,254.000000,255.289993,255.289993,103715291
2017-10-26,255.990005,256.299988,255.479996,255.619995,255.619995,69797972
2017-10-27,256.470001,257.890015,255.625397,257.709991,257.709991,85562544
2017-10-30,257.070007,257.600006,256.410004,256.750000,256.750000,54285687
2017-10-31,257.179993,257.440002,256.804993,257.149994,257.149994,60304781
2017-11-01,258.040009,258.429993,257.070007,257.489990,257.489990,54202736
2017-11-02,257.410004,257.750000,256.190002,257.589996,257.589996,56449535
2017-11-03,257.769989,258.500000,257.299988,258.450012,258.450012,59589730
2017-11-06,258.299988,259.000000,258.220001,258.850006,258.850006,49652598
2017-11-07,258.970001,259.350006,258.089996,258.670013,258.670013,57502161
2017-11-08,258.470001,259.220001,258.149994,259.109985,259.109985,50469579
2017-11-09,257.730011,258.390015,256.359985,258.170013,258.170013,95085497
2017-11-10,257.730011,258.292603,257.369995,258.089996,258.089996,59984662
2017-11-13,257.309998,258.589996,257.269989,258.329987,258.329987,50228648
2017-11-14,257.410004,257.850006,256.519989,257.730011,257.730011,61315152
2017-11-15,256.619995,257.220001,255.630005,256.440002,256.440002,80811525
2017-11-16,257.519989,259.040009,257.474792,258.619995,258.619995,67777027
2017-11-17,258.220001,258.588196,257.769989,257.859985,257.859985,75756833
2017-11-20,258.140015,258.524994,257.859985,258.299988,258.299988,48075514
2017-11-21,259.179993,260.200012,258.262695,259.989990,259.989990,69176799
2017-11-22,260.000000,260.149994,259.570007,259.760010,259.760010,45033392
2017-11-24,260.320007,260.480011,260.160004,260.359985,260.359985,27856514
2017-11-27,260.410004,260.750000,260.000000,260.230011,260.230011,52274922
2017-11-28,260.760010,262.899994,260.654999,262.869995,262.869995,98971719
2017-11-29,263.019989,263.630005,262.200012,262.709991,262.709991,77512102
2017-11-30,263.760010,266.049988,263.670013,265.010010,265.010010,127894389
2017-12-01,264.760010,265.309998,260.760010,264.459991,264.459991,164390902
2017-12-04,266.309998,266.799988,264.079987,264.140015,264.140015,94040560
2017-12-05,264.429993,265.149994,263.040009,263.190002,263.190002,77994544
2017-12-06,262.869995,263.730011,262.709991,263.239990,263.239990,75898566
2017-12-07,263.089996,264.429993,262.940002,264.070007,264.070007,77218569
2017-12-08,264.989990,265.519989,264.031494,265.510010,265.510010,76563873
